"SCC.Level.Two" "SCC.Level.Three" "SCC.Level.Four"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Interstate: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Freeways and Expressways: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Freeways and Expressways: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Freeways and Expressways: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Freeways and Expressways: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Collector: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Collector: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Collector: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Collector: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Collector: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Collector: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Collector: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Collector: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Local: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Local: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Local: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Local: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Parking Area: Rural"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Parking Area: Urban"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Parking Area: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Total: All Road Types"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Interstate: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Major Collector: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Major Collector: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Major Collector: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Major Collector: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Major Collector: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Collector: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Collector: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Collector: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Collector: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Local: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Local: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Local: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Rural Local: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Interstate: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Interstate: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Freeways and Expressways: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Freeways and Expressways: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Freeways and Expressways: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Freeways and Expressways: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Other Principal Arterial: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Minor Arterial: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Collector: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Collector: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Collector: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Collector: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Collector: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Collector: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Collector: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Collector: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Local: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Local: Urban Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Local: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Local: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Urban Local: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Parking Area: Rural"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Parking Area: Urban"
"Highway Vehicles - Diesel" "Light Duty Diesel Trucks 1 thru 4 (M6) (LDDT)" "Parking Area: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Total: All Road Types"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Rural Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Rural Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Rural Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Rural Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Rural Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Rural Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Rural Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Rural Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Rural Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Rural Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Rural Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Rural Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Major Collector: Rural Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Major Collector: Rural Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Major Collector: Rural Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Major Collector: Rural Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Collector: Rural Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Collector: Rural Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Collector: Rural Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Collector: Rural Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Rural Local: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Rural Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Rural Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Rural Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Rural Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Urban Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Urban Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Urban Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Interstate: Urban Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Freeways and Expressways: Urban Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Freeways and Expressways: Urban Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Freeways and Expressways: Urban Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Freeways and Expressways: Urban Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Urban Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Urban Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Urban Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Other Principal Arterial: Urban Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Urban Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Urban Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Urban Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Minor Arterial: Urban Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Urban Collector: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Collector: Urban Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Collector: Urban Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Collector: Urban Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Collector: Urban Time 4"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Urban Local: Total"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Urban Time 1"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Urban Time 2"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Urban Time 3"
"Highway Vehicles - Diesel" "All HDDV including Buses (use subdivisions -071 thru -075 if possible)" "Local: Urban Time 4"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Interstate: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Major Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Vehicles (HDDV) Class 2B" "Rural Minor Collector: Exhaust"
