"SCC.Level.Two" "SCC.Level.Three" "SCC.Level.Four"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Front Mowers (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Front Mowers (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Shredders < 6 HP (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Shredders < 6 HP (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Lawn and Garden Tractors (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Lawn and Garden Tractors (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Wood Splitters (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Wood Splitters (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Chippers/Stump Grinders (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Chippers/Stump Grinders (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Commercial Turf Equipment"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Turf Equipment (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Other Lawn and Garden Equipment (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Other Lawn and Garden Equipment (Commercial)"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Total"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "2-Wheel Tractors"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Agricultural Tractors"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Combines"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Balers"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Agricultural Mowers"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Sprayers"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Tillers : 6 HP"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Swathers"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Hydro-power Units"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Other Agricultural Equipment"
"Off-highway Vehicle Diesel" "Agricultural Equipment" "Irrigation Sets"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Total"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Generator Sets"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Pumps"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Air Compressors"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Gas Compressors"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Welders"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Pressure Washers"
"Off-highway Vehicle Diesel" "Commercial Equipment" "Hydro-power Units"
"Off-highway Vehicle Diesel" "Logging Equipment" "Total"
"Off-highway Vehicle Diesel" "Logging Equipment" "Chain Saws : 6 HP"
"Off-highway Vehicle Diesel" "Logging Equipment" "Shredders : 6 HP"
"Off-highway Vehicle Diesel" "Logging Equipment" "Forest Eqp - Feller/Bunch/Skidder"
"Off-highway Vehicle Diesel" "Logging Equipment" "Fellers/Bunchers"
"Off-highway Vehicle Diesel" "Airport Ground Support Equipment" "All"
"Off-highway Vehicle Diesel" "Airport Ground Support Equipment" "Airport Ground Support Equipment"
"Off-highway Vehicle Diesel" "Airport Ground Support Equipment" "Terminal Tractors"
"Off-highway Vehicle Diesel" "Underground Mining Equipment" "All"
"Off-highway Vehicle Diesel" "Underground Mining Equipment" "Other Underground Mining Equipment"
"Off-highway Vehicle Diesel" "Industrial Equipment" "All"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Other Oil Field Equipment"
"Construction: SIC 15 - 17" "All Processes" "Vehicle Traffic"
"Construction: SIC 15 - 17" "Residential" "Vehicle Traffic"
"Construction: SIC 15 - 17" "Industrial/Commercial/Institutional" "Vehicle Traffic"
"Construction: SIC 15 - 17" "Road Construction" "Vehicle Traffic"
"Surface Coating" "Motor Vehicles: SIC 371" "Total: All Solvent Types"
"Surface Coating" "Motor Vehicles: SIC 371" "Acetone"
"Surface Coating" "Motor Vehicles: SIC 371" "Butyl Acetate"
"Surface Coating" "Motor Vehicles: SIC 371" "Butyl Alcohols: All Types"
"Surface Coating" "Motor Vehicles: SIC 371" "n-Butyl Alcohol"
"Surface Coating" "Motor Vehicles: SIC 371" "Isobutyl Alcohol"
"Surface Coating" "Motor Vehicles: SIC 371" "Diethylene Glycol Monobutyl Ether"
"Surface Coating" "Motor Vehicles: SIC 371" "Diethylene Glycol Monoethyl Ether"
"Surface Coating" "Motor Vehicles: SIC 371" "Diethylene Glycol Monomethyl Ether"
"Surface Coating" "Motor Vehicles: SIC 371" "Ethyl Acetate"
"Surface Coating" "Motor Vehicles: SIC 371" "Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)"
"Surface Coating" "Motor Vehicles: SIC 371" "Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)"
"Surface Coating" "Motor Vehicles: SIC 371" "Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)"
"Surface Coating" "Motor Vehicles: SIC 371" "Glycol Ethers: All Types"
"Surface Coating" "Motor Vehicles: SIC 371" "Isopropanol"
"Surface Coating" "Motor Vehicles: SIC 371" "Methyl Ethyl Ketone"
"Surface Coating" "Motor Vehicles: SIC 371" "Methyl Isobutyl Ketone"
"Surface Coating" "Motor Vehicles: SIC 371" "Special Naphthas"
"Surface Coating" "Motor Vehicles: SIC 371" "Solvents: NEC"
"Other Combustion" "Motor Vehicle Fires" "Unspecified"
"Chemical Manufacturing" "Printing Ink Manufacture" "Vehicle Cooking: General"
"Chemical Manufacturing" "Printing Ink Manufacture" "Vehicle Cooking: Oils"
"Chemical Manufacturing" "Printing Ink Manufacture" "Vehicle Cooking: Oleoresin"
"Chemical Manufacturing" "Printing Ink Manufacture" "Vehicle Cooking: Alkyds"
"Primary Metal Production" "Iron Production (See 3-03-015 for Integrated Iron & Steel MACT)" "Unpaved Roads: Light Duty Vehicles"
"Primary Metal Production" "Iron Production (See 3-03-015 for Integrated Iron & Steel MACT)" "Unpaved Roads: Medium Duty Vehicles"
"Primary Metal Production" "Iron Production (See 3-03-015 for Integrated Iron & Steel MACT)" "Unpaved Roads: Heavy Duty Vehicles"
"Primary Metal Production" "Iron Production (See 3-03-015 for Integrated Iron & Steel MACT)" "Paved Roads: All Vehicle Types"
"Mineral Products" "Coal Mining, Cleaning, and Material Handling (See 305310)" "Vehicle Traffic: Light/Medium Vehicles"
"Mineral Products" "Lime Manufacture" "Vehicle Traffic"
"Transportation and Marketing of Petroleum Products" "Filling Vehicle Gas Tanks - Stage II" "Vapor Loss w/o Controls"
"Transportation and Marketing of Petroleum Products" "Filling Vehicle Gas Tanks - Stage II" "Liquid Spill Loss w/o Controls"
"Transportation and Marketing of Petroleum Products" "Filling Vehicle Gas Tanks - Stage II" "Vapor Loss w/o Controls"
"Transportation and Marketing of Petroleum Products" "Filling Vehicle Gas Tanks - Stage II" "Not Classified **"
